"07ca0e83-67d4-4db5-b3e6-545a6c8892e9","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","b85abefb-46ef-4bc5-aeda-d92c34b41875","[opportunity] 'admin-alkemio'","member-joined","9441fa9c-a2d7-4294-9bda-bcc678f43231",\N,"1"
"09980457-1957-432e-91f8-6f952b88e888","b85abefb-46ef-4bc5-aeda-d92c34b41875","b95c42d9-ceba-4784-a089-68fe2be6fb62","5b47a12a-7605-4d0a-a659-e1d2a3a2c4c3","[calendar event] - ocation:\
\
URL:\
\
Description:","calendar-event-created","b68e9923-6d06-4034-a3c5-835e4bd4af32",\N,"1"
"0c495d08-d4d4-4a10-b63f-260897b74439","b85abefb-46ef-4bc5-aeda-d92c34b41875","30aba759-cf60-4c86-8e05-02eb13b19c74","4b48ebf0-f1bb-41d6-9b79-fb0600be96a5","[Single whiteboard - dashboard right] - *In universal religions, such as Christianity and Buddhism, dread and nausea prelude ...","callout-published","30aba759-cf60-4c86-8e05-02eb13b19c74",\N,"1"
"0c8e23f0-1825-4998-8d36-ddf614a2c582","b85abefb-46ef-4bc5-aeda-d92c34b41875","30aba759-cf60-4c86-8e05-02eb13b19c74","b62a9939-416f-4aee-9bb8-dc6f0b669cb6","[space] 'space-member-8192'","member-joined","76db810b-bac7-4f1f-ae78-6e0d5f691370",\N,"1"
"0e55aca2-8c4c-4503-9eb1-48071acaeca2","b85abefb-46ef-4bc5-aeda-d92c34b41875","026d5343-ab42-4756-9ce1-e27e7dceb206","c4b1a283-8333-40b2-ab7b-e38a768730f8","[opportunity] 'opportunity-member-3924'","member-joined","f1530520-9244-43a8-90d6-24c8abf619e6",\N,"1"
"0f51ae44-3465-4ab1-a412-64b275c1cf99","b85abefb-46ef-4bc5-aeda-d92c34b41875","1158cc85-61d7-4488-a816-6b04b7c60783","cfcd2280-4ace-410a-95b1-0750bdf304fa","[Last state - post - right] - Last state - post - right\
","callout-published","1158cc85-61d7-4488-a816-6b04b7c60783",\N,"1"
"12b6ce3b-3ccf-42c3-8027-56a62ef211ab","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","549928d5-dfcb-44b3-9d8c-dec827bffff1","[post - dashboard - left] - post - dashboard - left\
","callout-published","29cc2e07-a3b4-4ac8-a431-7e748d16c58a",\N,"1"
"169eb13a-b479-4608-9a45-4e3ebc433b4d","b85abefb-46ef-4bc5-aeda-d92c34b41875","911ce31a-a6ac-42d6-938b-d6c5dae61e26","7a972e12-4417-43de-9066-9d952f7d6dc4","test","discussion-comment","911ce31a-a6ac-42d6-938b-d6c5dae61e26","$vLLnIwoe8_RJOUk0mxL3uPUOy7tMP9SxrkusCjeBlqM","1"
"197948a8-a8ca-4766-8015-8bccc3aff997","b85abefb-46ef-4bc5-aeda-d92c34b41875","30aba759-cf60-4c86-8e05-02eb13b19c74","784f6f36-4c00-43d5-96b2-8f81c7b1e42b","[Collection of links - community - left] - Temporary Link Id: w5ot","callout-link-added","7973a11f-d565-44e7-bf1b-0e68dfccdea0",\N,"1"
"1a39eebd-a20b-47e4-aed9-042e540649a3","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","07a1db25-01ed-44b3-b16a-79aa189fb023","[3rd state - call for post - right] - 3rd state - call for post post - right\
","callout-published","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3",\N,"1"
"1ae1d716-1fcf-4d42-8ead-af57b34528cc","b85abefb-46ef-4bc5-aeda-d92c34b41875","026d5343-ab42-4756-9ce1-e27e7dceb206","5043bb72-3693-4f74-8631-510c755916f7","[Call for posts] - Call for posts\
","callout-published","026d5343-ab42-4756-9ce1-e27e7dceb206",\N,"1"
"1d9aa0a0-13b1-40ef-8b6b-7b81c04ff8ba","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","9452025f-263f-433e-aa67-f96c94ad40cd","[1st state - whiteboard - right] - 1st state - whiteboard - right\
","callout-published","29cc2e07-a3b4-4ac8-a431-7e748d16c58a",\N,"1"
"2088bfac-a2c5-402f-9081-4ff6b3894db4","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","592f01ab-3c06-463d-a57e-c5730c6b52a8","[Recommended by the Leads] - Temporary Link Id: QJod","callout-link-added","6449f5d9-6711-4ea1-8dbe-9e8423d30c57",\N,"1"
"21593efd-1502-4b33-941b-7ea2c2222e76","b85abefb-46ef-4bc5-aeda-d92c34b41875","026d5343-ab42-4756-9ce1-e27e7dceb206","aebf524b-f038-4241-95ce-add906f603c1","[opportunity] 'opportunity-admin-9459'","member-joined","f1530520-9244-43a8-90d6-24c8abf619e6",\N,"1"
"219c76e9-1b65-482b-b617-9a6535202c98","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","7775a9ce-ec8d-408f-b813-394e150535b0","[test 3]","whiteboard-created","de9f8c47-87ad-48fb-be0d-15e9d944f483",\N,"1"
"22a4ae79-fdf8-41a1-9444-0a10867b7acc","b85abefb-46ef-4bc5-aeda-d92c34b41875","6746422d-3ca1-49b5-8f7f-cbfc7fea855b","3a82ae93-23bd-4ea2-99fb-9149547c512f","Opportunity of private challenge","opportunity-created","6c07a299-afab-4583-8b4c-ac6207528963",\N,"1"
"25ed50df-afe7-4d99-b4bd-cd20f50a2243","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","428ec385-1653-4b25-99cf-7373558d0453","[5th state - collection of links - left] - Temporary Link Id: wzUC","callout-link-added","fe167616-0196-4816-8691-7bedd89b30a1",\N,"1"
"270fffa3-59c9-4ba8-878e-dfc1f7b3a966","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","42a6b8f8-ed84-4d69-a641-ecc0f3112b59","[3rd state - post - right] - 3rd state - post - right\
","callout-published","29cc2e07-a3b4-4ac8-a431-7e748d16c58a",\N,"1"
"27d79d98-93e9-42f5-82b9-089e29a7188a","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","97f00ac5-ac63-4873-9d1b-e6c50a8346f3","[4th state - collection of links - left] - 4th state - collection of links - left\
","callout-published","29cc2e07-a3b4-4ac8-a431-7e748d16c58a",\N,"1"
"299814dc-d5f7-436f-a151-81232dc3f833","b85abefb-46ef-4bc5-aeda-d92c34b41875","8b499630-3334-41b1-aabf-382abdfe840a","ba397097-895d-4364-b41f-c168134c9427","[Recommended by the Host] - Temporary Link Id: jwQt","callout-link-added","e5ff7e18-735c-4f7c-830f-d313b394c52f",\N,"1"
"2a06cc92-95fd-4fed-ae15-6192310f3a06","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","23b051b3-aca7-48dc-8eaf-b3b62106954e","Opportunity $%& all data","opportunity-created","2f6cb567-07c6-4f20-aecb-362edfb5218d",\N,"1"
"2acf4f62-8602-4f7d-8813-97f770572f17","b85abefb-46ef-4bc5-aeda-d92c34b41875","7da658ac-5068-42eb-a8f0-fdbdb6897cca","b85abefb-46ef-4bc5-aeda-d92c34b41875","[challenge] 'admin-alkemio'","member-joined","6ef1e84a-8726-40a0-9c92-5049aac6c113",\N,"1"
"2fbf3629-7b1a-4530-8768-124fafc43900","b85abefb-46ef-4bc5-aeda-d92c34b41875","8b499630-3334-41b1-aabf-382abdfe840a","b85abefb-46ef-4bc5-aeda-d92c34b41875","[opportunity] 'admin-alkemio'","member-joined","487c80cb-d3d3-4ff8-ba3f-20d1519ef783",\N,"1"
"3163bba5-be0d-446e-8212-3414d9d96c36","b85abefb-46ef-4bc5-aeda-d92c34b41875","b95c42d9-ceba-4784-a089-68fe2be6fb62","b62a9939-416f-4aee-9bb8-dc6f0b669cb6","[space] 'space-member-8192'","member-joined","aafc604c-47bf-4023-b476-70fad04d331f",\N,"1"
"32c69b5e-1a85-4906-b3c9-7d6b75b88056","b85abefb-46ef-4bc5-aeda-d92c34b41875","b95c42d9-ceba-4784-a089-68fe2be6fb62","c4b1a283-8333-40b2-ab7b-e38a768730f8","[space] 'opportunity-member-3924'","member-joined","aafc604c-47bf-4023-b476-70fad04d331f",\N,"1"
"34ea6740-e9e5-4f1f-af4b-9869ba20157c","b85abefb-46ef-4bc5-aeda-d92c34b41875","30aba759-cf60-4c86-8e05-02eb13b19c74","f05b87c1-ea55-4f13-939d-10ba05c77ddb","[Callout for whiteboards - challenge left] - ","callout-published","30aba759-cf60-4c86-8e05-02eb13b19c74",\N,"1"
"36e50cb4-2285-404b-b860-67a71c46173b","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","e857fa6e-46cd-4e6c-9c9a-5172fc7bc68b","[last state - collection of links - left] - Temporary Link Id: wkke","callout-link-added","84b6f128-6c78-4a7f-b1b6-44dc9213858e",\N,"1"
"38f50f38-a455-4996-88cf-13a134c667a7","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","fe167616-0196-4816-8691-7bedd89b30a1","[5th state - collection of links - left] - 5th state - collection of links - left\
","callout-published","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3",\N,"1"
"392130be-41f8-4bf1-bf06-7dac88ec0bff","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","966337d1-d7b6-4cbe-93f6-35367bcc6bd4","comment 1","post-comment","35be08f4-9bfa-494f-b35a-5f6f371fe5b8","$kI0jtME5Wagmnn1sbQZhHZdGbW9xhIz5pl48Nfk__3k","1"
"39da9470-a606-45c9-bc96-afd77655811a","b85abefb-46ef-4bc5-aeda-d92c34b41875","30aba759-cf60-4c86-8e05-02eb13b19c74","587fe68d-5e88-4449-a43e-6e7bfcb196ad","… But women always pass in groups. I hid and waited. La Mauricia passed by with her jug ​​and I dragged her away. Every day a...","discussion-comment","30aba759-cf60-4c86-8e05-02eb13b19c74","$Q6gbq6U3v67IIq5U3ABzJsJqzsxNlDsJo3Wkcvp8JVY","1"
"3ab586c9-367b-40f0-96c3-a0f7a328d247","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","baa52e35-c7cb-418a-aa11-43dd30d751e5","[test3] - As a \\<persona or stakeholder type>\
\
I want \\<some software feature>\
\
So that \\<some business value>\
\
\\## Acceptanc...","post-created","f23d735c-bf4e-47a0-8e95-75b2dceee43b",\N,"1"
"3b99b450-e440-4c32-ba8f-ddc78d8cbcb7","b85abefb-46ef-4bc5-aeda-d92c34b41875","6746422d-3ca1-49b5-8f7f-cbfc7fea855b","c4b1a283-8333-40b2-ab7b-e38a768730f8","[challenge] 'opportunity-member-3924'","member-joined","97e7efa8-4c86-4b1b-a3c8-f21d639931e6",\N,"1"
"3ca3fe55-f8e0-4ef7-ac49-2d59c5c0159e","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","9955a624-0cd1-46bd-b0ba-96f2b8d1ee7b","[test7] - last state - call for posts - right\
","post-created","f9b4b648-94e2-487c-ab1a-ba0f2cce2653",\N,"1"
"3de1615c-9947-45be-adf8-f055b6e97d63","b85abefb-46ef-4bc5-aeda-d92c34b41875","8b499630-3334-41b1-aabf-382abdfe840a","aebf524b-f038-4241-95ce-add906f603c1","[opportunity] 'opportunity-admin-9459'","member-joined","487c80cb-d3d3-4ff8-ba3f-20d1519ef783",\N,"1"
"3f5a6f22-7091-4c36-b796-8bc0c8a58521","b85abefb-46ef-4bc5-aeda-d92c34b41875","911ce31a-a6ac-42d6-938b-d6c5dae61e26","0cc47708-6351-47ad-af68-c0e3a70f2c8d","[test11]","whiteboard-created","2ddd8806-fca7-4fc7-9eab-61a18a9ea9f0",\N,"1"
"3f68f093-517a-4b09-9e43-bf9ed6424aa4","b85abefb-46ef-4bc5-aeda-d92c34b41875","6746422d-3ca1-49b5-8f7f-cbfc7fea855b","79c31b1c-cca4-4f09-979e-70d4990f661e","[challenge] 'challenge-member-6097'","member-joined","97e7efa8-4c86-4b1b-a3c8-f21d639931e6",\N,"1"
"3fe18a26-4860-4337-8bad-c6a86503d017","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","52c265cb-55a5-4c7b-8d33-4a2ae82a9e03","Informational Text Images\
Informational text uses images and graphics to enhance the depth and quality of information present...","discussion-comment","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","$Q49DHGy91bTmcoYXH4rf6ABlylDU_pvMOUk5Giky0xE","1"
"3ff1fc82-fbd6-4117-bd7d-bbaad6c8d8b6","b85abefb-46ef-4bc5-aeda-d92c34b41875","026d5343-ab42-4756-9ce1-e27e7dceb206","c3a50c83-8b2f-4965-964b-dbf9e6e540da","test","discussion-comment","026d5343-ab42-4756-9ce1-e27e7dceb206","$xYV8Rap2pivPGUP7cAFxyjnDEOFdJne6FZI4EkU4epQ","1"
"40726e1e-2b8d-43be-baee-0699c6241e93","b85abefb-46ef-4bc5-aeda-d92c34b41875","1158cc85-61d7-4488-a816-6b04b7c60783","789491f1-d132-49eb-9a42-191861329a92","test","discussion-comment","1158cc85-61d7-4488-a816-6b04b7c60783","$_0B8n8S15KLzuPNuRi7ZoLGW2LNWNg4qMnJ1iecEqx8","1"
"416ee817-5245-44a3-8103-6cdfa54dd237","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","b85abefb-46ef-4bc5-aeda-d92c34b41875","[challenge] 'admin-alkemio'","member-joined","5049158a-5b0f-476d-bd0a-ef44afd78307",\N,"1"
"42c5c225-9f38-443e-b12c-b72fe4a0a81d","b85abefb-46ef-4bc5-aeda-d92c34b41875","b493d1de-bbf0-4cf7-97bc-f28d44c736f8","c40c04e5-bbfb-45a2-8d09-d22a3a022d1c","[test] - test\
","callout-published","b493d1de-bbf0-4cf7-97bc-f28d44c736f8",\N,"1"
"436dae22-62bd-492a-b72d-e9066c43f6c9","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","c9fc87c9-5b0e-46f2-82e4-18ae00e872a1","[4th state - collection of links - left] - Temporary Link Id: ALcu","callout-link-added","97f00ac5-ac63-4873-9d1b-e6c50a8346f3",\N,"1"
"467cbc09-f835-4013-814c-aeb53f2ce9a9","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","aebf524b-f038-4241-95ce-add906f603c1","[opportunity] 'opportunity-admin-9459'","member-joined","9441fa9c-a2d7-4294-9bda-bcc678f43231",\N,"1"
"470a718a-6ed7-4b62-9602-3b3ded2f735c","b85abefb-46ef-4bc5-aeda-d92c34b41875","30aba759-cf60-4c86-8e05-02eb13b19c74","c4b1a283-8333-40b2-ab7b-e38a768730f8","[space] 'opportunity-member-3924'","member-joined","76db810b-bac7-4f1f-ae78-6e0d5f691370",\N,"1"
"492605c2-8b9b-44fd-a49e-6d4058c8da83","b85abefb-46ef-4bc5-aeda-d92c34b41875","b493d1de-bbf0-4cf7-97bc-f28d44c736f8","924b0411-8c6c-4116-a4f5-9726fd094d31","Challenge of demo space","challenge-created","e87b61d8-b4f2-407a-b0c8-1331daed9bd2",\N,"1"
"49bca74d-49c6-412e-95d0-029ed80ca7dd","b85abefb-46ef-4bc5-aeda-d92c34b41875","7da658ac-5068-42eb-a8f0-fdbdb6897cca","705b41a3-dc4d-470b-b7f2-0e7ebe6a7a39","Opportunity of archived space","opportunity-created","0b9458d6-13c6-4597-afd7-1b29addf722c",\N,"1"
"49dc7b8c-beda-470e-9492-29936888db7a","b85abefb-46ef-4bc5-aeda-d92c34b41875","7da658ac-5068-42eb-a8f0-fdbdb6897cca","0c04fdbd-785c-47cf-94c6-2832a6f107a4","[challenge] 'challenge-admin-9545'","member-joined","6ef1e84a-8726-40a0-9c92-5049aac6c113",\N,"1"
"4bb07a72-479b-4d83-b935-89bc19af53cd","b85abefb-46ef-4bc5-aeda-d92c34b41875","7da658ac-5068-42eb-a8f0-fdbdb6897cca","c4b1a283-8333-40b2-ab7b-e38a768730f8","[challenge] 'opportunity-member-3924'","member-joined","6ef1e84a-8726-40a0-9c92-5049aac6c113",\N,"1"
"4dff14d9-123c-49d2-9674-9bd70d861e27","b85abefb-46ef-4bc5-aeda-d92c34b41875","911ce31a-a6ac-42d6-938b-d6c5dae61e26","b9e4dc2e-b481-40ab-9c1f-3811c16f17d5","[Recommended by the Leads] - Temporary Link Id: inaM","callout-link-added","cdffa482-e7b2-423c-bbc8-5e6627b5cd58",\N,"1"
"4f0f9c43-e8c2-45c9-a14d-c941afbf57ca","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","aebf524b-f038-4241-95ce-add906f603c1","[challenge] 'opportunity-admin-9459'","member-joined","5049158a-5b0f-476d-bd0a-ef44afd78307",\N,"1"
"4f82bc0d-2ff8-427b-be28-1afd7530c719","b85abefb-46ef-4bc5-aeda-d92c34b41875","b493d1de-bbf0-4cf7-97bc-f28d44c736f8","0c04fdbd-785c-47cf-94c6-2832a6f107a4","[space] 'challenge-admin-9545'","member-joined","dcdc6f49-dabf-4367-9d20-cef3cfd73c65",\N,"1"
"50ae2a45-43e4-4531-8c45-491169feb474","b85abefb-46ef-4bc5-aeda-d92c34b41875","45fb96f2-d090-4695-816b-244624c62412","4125b2c9-44a8-4107-b1c4-cbc0e103f367","[test] - ✍️ Please share your contribution. The more details the better!","post-created","bd1fd363-d2e6-43de-b774-d12a331270ee",\N,"1"
"530d0dfb-f7dd-4812-a065-3f039ce1f961","b85abefb-46ef-4bc5-aeda-d92c34b41875","026d5343-ab42-4756-9ce1-e27e7dceb206","9475cb32-a262-4772-b5c1-f18fe0fe3d24","[123] - Please share your contribution. The more details the better!","post-created","5744fe1e-bc7c-481c-b742-fe62b3584953",\N,"1"
"53908530-b2ed-4644-bfdd-b5f95b2d6070","b85abefb-46ef-4bc5-aeda-d92c34b41875","b493d1de-bbf0-4cf7-97bc-f28d44c736f8","79c31b1c-cca4-4f09-979e-70d4990f661e","[space] 'challenge-member-6097'","member-joined","dcdc6f49-dabf-4367-9d20-cef3cfd73c65",\N,"1"
"554c68b7-d369-41c3-82bc-f45d3cca6645","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","d3f41c72-552f-4f15-af41-5ca1100520cc","[whiteboard - dashboard - right] - whiteboard - dashboard - right\
","callout-published","29cc2e07-a3b4-4ac8-a431-7e748d16c58a",\N,"1"
"58ff4a64-6db0-4392-a5b8-b548501c4651","b85abefb-46ef-4bc5-aeda-d92c34b41875","29cc2e07-a3b4-4ac8-a431-7e748d16c58a","f23d735c-bf4e-47a0-8e95-75b2dceee43b","[2nd state - call for posts - right] - 2nd state - call for posts - right\
","callout-published","29cc2e07-a3b4-4ac8-a431-7e748d16c58a",\N,"1"
"5a8969f8-bf59-4bde-886c-ce06f67d3a26","b85abefb-46ef-4bc5-aeda-d92c34b41875","1158cc85-61d7-4488-a816-6b04b7c60783","70c91883-7250-492a-90a0-eca3dd649fb3","[123] - Please share your contribution. The more details the better!","post-created","9d774289-9943-4235-a532-063d3c87f5bc",\N,"1"
"5a94d196-6e04-4f3b-b78a-503c8ae8b0cf","b85abefb-46ef-4bc5-aeda-d92c34b41875","7da658ac-5068-42eb-a8f0-fdbdb6897cca","0d244727-ae95-473e-9b99-59ce3c83f367","[Recommended by the Leads] - Temporary Link Id: udBD","callout-link-added","f9473723-aa8d-43c3-80b3-335b1eb9742f",\N,"1"
"5b6d8c3c-dd7a-4d26-8dc6-0bb115c41549","b85abefb-46ef-4bc5-aeda-d92c34b41875","b95c42d9-ceba-4784-a089-68fe2be6fb62","0c04fdbd-785c-47cf-94c6-2832a6f107a4","[space] 'challenge-admin-9545'","member-joined","aafc604c-47bf-4023-b476-70fad04d331f",\N,"1"
"5bb22f16-c517-481b-9b0e-580532280a82","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","5cdf4077-6951-49f9-bc1b-d95945731f47","[5th state - collection of links - left] - Temporary Link Id: 5zdI","callout-link-added","fe167616-0196-4816-8691-7bedd89b30a1",\N,"1"
"5c3e1531-692b-4bd3-af9f-58452ccd3318","b85abefb-46ef-4bc5-aeda-d92c34b41875","911ce31a-a6ac-42d6-938b-d6c5dae61e26","0c04fdbd-785c-47cf-94c6-2832a6f107a4","[challenge] 'challenge-admin-9545'","member-joined","4169c65e-e45f-4830-a533-c0f104d51c91",\N,"1"
"5db0fbda-21ed-44f7-ae2c-c35ca8efec7f","b85abefb-46ef-4bc5-aeda-d92c34b41875","026d5343-ab42-4756-9ce1-e27e7dceb206","352e5dfd-507a-4c6e-95b0-08877981f4ce","[123]","whiteboard-created","29395258-fb26-4192-9b77-8ac139a956e3",\N,"1"
"5e000b68-603c-4712-8e5c-931875edc30c","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","6d030316-6e1b-488f-b4e3-54026717b82e","[Recommended by the Leads] - Temporary Link Id: 78ZS","callout-link-added","6449f5d9-6711-4ea1-8dbe-9e8423d30c57",\N,"1"
"5fe1423e-1aea-45d9-95d4-63587f74e595","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","3615dbf4-a29d-4a86-9277-a38284d8e386","[3rd state - collection of links - left] - 3rd state - collection of links - left\
","callout-published","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3",\N,"1"
"604f4ba5-b665-4d1f-bfaf-dbbf65dd0dfe","b85abefb-46ef-4bc5-aeda-d92c34b41875","45fb96f2-d090-4695-816b-244624c62412","aebf524b-f038-4241-95ce-add906f603c1","[space] 'opportunity-admin-9459'","member-joined","37ddc9c9-d3c5-40f9-b6dd-09bd384dbea4",\N,"1"
"66481957-83be-4d1b-8e41-798f0cf3ff5f","b85abefb-46ef-4bc5-aeda-d92c34b41875","6746422d-3ca1-49b5-8f7f-cbfc7fea855b","b85abefb-46ef-4bc5-aeda-d92c34b41875","[challenge] 'admin-alkemio'","member-joined","97e7efa8-4c86-4b1b-a3c8-f21d639931e6",\N,"1"
"68733468-a5da-43cf-a5e2-45f918cc299d","b85abefb-46ef-4bc5-aeda-d92c34b41875","911ce31a-a6ac-42d6-938b-d6c5dae61e26","d11940d2-f8b4-42cf-b243-e7c554f2cf87","Opportunity of demo space","opportunity-created","924b0411-8c6c-4116-a4f5-9726fd094d31",\N,"1"
"68968b33-2d3b-4ff4-9f8a-ce2a58a5e5cd","b85abefb-46ef-4bc5-aeda-d92c34b41875","b95c42d9-ceba-4784-a089-68fe2be6fb62","6f7083e9-d83d-48b4-bdf6-1d760ff998fb","[space] 'space-admin-677'","member-joined","aafc604c-47bf-4023-b476-70fad04d331f",\N,"1"
"6aa2f61b-6c7c-404e-b5b7-9ebbc9e788e5","b85abefb-46ef-4bc5-aeda-d92c34b41875","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","62bc47e8-2081-495d-9f93-a7854cebf8b3","[whiteboard - opportunities - right] - whiteboard - opportunities - right\
","callout-published","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3",\N,"1"
"6be62a5b-b0d5-42c8-9fee-3e5acbe0885e","b85abefb-46ef-4bc5-aeda-d92c34b41875","6746422d-3ca1-49b5-8f7f-cbfc7fea855b","55d92697-94ed-4721-bf97-59f3f4cd7b0a","123","discussion-comment","6746422d-3ca1-49b5-8f7f-cbfc7fea855b","$lZSPzy8XSOc1NdGGcLXgY0xTw-oUHePA9YxoGoBCFzk","1"
